Padrão,Densidade,Busca
59,0.22308724832214766,DFS
71,0.22308724832214766,DFS
52,0.22308724832214766,DFS
4,0.22308724832214766,DFS
6,0.22308724832214766,DFS
10,0.22308724832214766,DFS
43,0.22308724832214766,DFS
45,0.22308724832214766,DFS
55,0.22308724832214766,DFS
78,0.22308724832214766,DFS
82,0.22308724832214766,DFS
94,0.22308724832214766,DFS
102,0.22308724832214766,DFS
109,0.22308724832214766,DFS
0,0.22308724832214766,DFS
3,0.22308724832214766,DFS
8,0.22308724832214766,DFS
9,0.22308724832214766,DFS
12,0.22308724832214766,DFS
13,0.22308724832214766,DFS
15,0.22308724832214766,DFS
21,0.22308724832214766,DFS
25,0.22308724832214766,DFS
29,0.22308724832214766,DFS
30,0.22308724832214766,DFS
31,0.22308724832214766,DFS
36,0.22308724832214766,DFS
51,0.22308724832214766,DFS
53,0.22308724832214766,DFS
58,0.22308724832214766,DFS
60,0.22308724832214766,DFS
61,0.22308724832214766,DFS
63,0.22308724832214766,DFS
64,0.22308724832214766,DFS
76,0.22308724832214766,DFS
80,0.22308724832214766,DFS
81,0.22308724832214766,DFS
88,0.22308724832214766,DFS
93,0.22308724832214766,DFS
100,0.22308724832214766,DFS
103,0.22308724832214766,DFS
107,0.22308724832214766,DFS
108,0.22308724832214766,DFS
114,0.22308724832214766,DFS
115,0.22308724832214766,DFS
132,0.22308724832214766,DFS
134,0.22308724832214766,DFS
135,0.22308724832214766,DFS
139,0.22308724832214766,DFS
142,0.22308724832214766,DFS
143,0.22308724832214766,DFS
2,0.22308724832214766,DFS
19,0.22308724832214766,DFS
40,0.22308724832214766,DFS
67,0.22308724832214766,DFS
69,0.22308724832214766,DFS
84,0.22308724832214766,DFS
85,0.22308724832214766,DFS
91,0.22308724832214766,DFS
1,0.22308724832214766,DFS
5,0.22308724832214766,DFS
17,0.22308724832214766,DFS
18,0.22308724832214766,DFS
35,0.22308724832214766,DFS
39,0.22308724832214766,DFS
44,0.22308724832214766,DFS
56,0.22308724832214766,DFS
66,0.22308724832214766,DFS
73,0.22308724832214766,DFS
74,0.22308724832214766,DFS
77,0.22308724832214766,DFS
83,0.22308724832214766,DFS
86,0.22308724832214766,DFS
87,0.22308724832214766,DFS
96,0.22308724832214766,DFS
97,0.22308724832214766,DFS
99,0.22308724832214766,DFS
104,0.22308724832214766,DFS
105,0.22308724832214766,DFS
110,0.22308724832214766,DFS
112,0.22308724832214766,DFS
117,0.22308724832214766,DFS
122,0.22308724832214766,DFS
124,0.22308724832214766,DFS
133,0.22308724832214766,DFS
136,0.22308724832214766,DFS
144,0.22308724832214766,DFS
147,0.22308724832214766,DFS
79,0.22308724832214766,DFS
46,0.22308724832214766,DFS
48,0.22308724832214766,DFS
11,0.22308724832214766,DFS
23,0.22308724832214766,DFS
27,0.22308724832214766,DFS
32,0.22308724832214766,DFS
33,0.22308724832214766,DFS
34,0.22308724832214766,DFS
49,0.22308724832214766,DFS
57,0.22308724832214766,DFS
75,0.22308724832214766,DFS
92,0.22308724832214766,DFS
126,0.22308724832214766,DFS
130,0.22308724832214766,DFS
131,0.22308724832214766,DFS
140,0.22308724832214766,DFS
149,0.22308724832214766,DFS
16,0.22308724832214766,DFS
106,0.22308724832214766,DFS
22,0.22308724832214766,DFS
28,0.22308724832214766,DFS
38,0.22308724832214766,DFS
42,0.22308724832214766,DFS
47,0.22308724832214766,DFS
54,0.22308724832214766,DFS
116,0.22308724832214766,DFS
119,0.22308724832214766,DFS
125,0.22308724832214766,DFS
127,0.22308724832214766,DFS
129,0.22308724832214766,DFS
26,0.22308724832214766,DFS
101,0.22308724832214766,DFS
24,0.22308724832214766,DFS
41,0.22308724832214766,DFS
98,0.22308724832214766,DFS
121,0.22308724832214766,DFS
128,0.22308724832214766,DFS
141,0.22308724832214766,DFS
70,0.22308724832214766,DFS
62,0.22308724832214766,DFS
14,0.22308724832214766,DFS
20,0.22308724832214766,DFS
111,0.22308724832214766,DFS
120,0.22308724832214766,DFS
145,0.22308724832214766,DFS
95,0.22308724832214766,DFS
65,0.22308724832214766,DFS
68,0.22308724832214766,DFS
137,0.22308724832214766,DFS
7,0.22308724832214766,DFS
138,0.22308724832214766,DFS
148,0.22308724832214766,DFS
123,0.22308724832214766,DFS
