Padrão,Densidade,Busca
1,0.3006535947712418,BFS
12,0.3006535947712418,BFS
2,0.3006535947712418,BFS
3,0.3006535947712418,BFS
4,0.3006535947712418,BFS
5,0.3006535947712418,BFS
7,0.3006535947712418,BFS
8,0.3006535947712418,BFS
10,0.3006535947712418,BFS
0,0.3006535947712418,BFS
9,0.3006535947712418,BFS
6,0.3006535947712418,BFS
13,0.3006535947712418,BFS
14,0.3006535947712418,BFS
11,0.3006535947712418,BFS
15,0.3006535947712418,BFS
16,0.3006535947712418,BFS
19,0.3006535947712418,BFS
17,1.0,BFS
18,1.0,BFS
