Padrão,Densidade,Busca
12,0.6735632183908046,BFS
5,0.6735632183908046,BFS
16,0.6735632183908046,BFS
19,0.6735632183908046,BFS
24,0.6735632183908046,BFS
28,0.6735632183908046,BFS
2,0.6735632183908046,BFS
8,0.6735632183908046,BFS
10,0.6735632183908046,BFS
21,0.6735632183908046,BFS
22,0.6735632183908046,BFS
25,0.6735632183908046,BFS
27,0.6735632183908046,BFS
0,0.6735632183908046,BFS
1,0.6735632183908046,BFS
3,0.6735632183908046,BFS
4,0.6735632183908046,BFS
6,0.6735632183908046,BFS
9,0.6735632183908046,BFS
11,0.6735632183908046,BFS
13,0.6735632183908046,BFS
14,0.6735632183908046,BFS
23,0.6735632183908046,BFS
15,0.6735632183908046,BFS
17,0.6735632183908046,BFS
20,0.6735632183908046,BFS
26,0.6735632183908046,BFS
29,0.6735632183908046,BFS
7,0.6735632183908046,BFS
18,0.6735632183908046,BFS
