Padrão,Densidade,Busca
148,0.05621035058430718,DFS
106,0.05621035058430718,DFS
293,0.05621035058430718,DFS
347,0.05621035058430718,DFS
3,0.05621035058430718,DFS
81,0.05621035058430718,DFS
91,0.05621035058430718,DFS
122,0.05621035058430718,DFS
124,0.05621035058430718,DFS
144,0.05621035058430718,DFS
155,0.05621035058430718,DFS
165,0.05621035058430718,DFS
181,0.05621035058430718,DFS
184,0.05621035058430718,DFS
216,0.05621035058430718,DFS
250,0.05621035058430718,DFS
289,0.05621035058430718,DFS
306,0.05621035058430718,DFS
327,0.05621035058430718,DFS
338,0.05621035058430718,DFS
342,0.05621035058430718,DFS
397,0.05621035058430718,DFS
409,0.05621035058430718,DFS
438,0.05621035058430718,DFS
452,0.05621035058430718,DFS
453,0.05621035058430718,DFS
476,0.05621035058430718,DFS
483,0.05621035058430718,DFS
486,0.05621035058430718,DFS
491,0.05621035058430718,DFS
492,0.05621035058430718,DFS
517,0.05621035058430718,DFS
541,0.05621035058430718,DFS
543,0.05621035058430718,DFS
545,0.05621035058430718,DFS
548,0.05621035058430718,DFS
558,0.05621035058430718,DFS
578,0.05621035058430718,DFS
590,0.05621035058430718,DFS
311,0.05621035058430718,DFS
8,0.05621035058430718,DFS
13,0.05621035058430718,DFS
39,0.05621035058430718,DFS
59,0.05621035058430718,DFS
69,0.05621035058430718,DFS
96,0.05621035058430718,DFS
102,0.05621035058430718,DFS
103,0.05621035058430718,DFS
104,0.05621035058430718,DFS
126,0.05621035058430718,DFS
143,0.05621035058430718,DFS
163,0.05621035058430718,DFS
187,0.05621035058430718,DFS
229,0.05621035058430718,DFS
265,0.05621035058430718,DFS
271,0.05621035058430718,DFS
292,0.05621035058430718,DFS
317,0.05621035058430718,DFS
358,0.05621035058430718,DFS
364,0.05621035058430718,DFS
370,0.05621035058430718,DFS
377,0.05621035058430718,DFS
391,0.05621035058430718,DFS
396,0.05621035058430718,DFS
402,0.05621035058430718,DFS
410,0.05621035058430718,DFS
429,0.05621035058430718,DFS
441,0.05621035058430718,DFS
447,0.05621035058430718,DFS
449,0.05621035058430718,DFS
463,0.05621035058430718,DFS
468,0.05621035058430718,DFS
473,0.05621035058430718,DFS
502,0.05621035058430718,DFS
503,0.05621035058430718,DFS
528,0.05621035058430718,DFS
530,0.05621035058430718,DFS
535,0.05621035058430718,DFS
536,0.05621035058430718,DFS
580,0.05621035058430718,DFS
597,0.05621035058430718,DFS
17,0.05621035058430718,DFS
232,0.05621035058430718,DFS
301,0.05621035058430718,DFS
339,0.05621035058430718,DFS
469,0.05621035058430718,DFS
27,0.05621035058430718,DFS
34,0.05621035058430718,DFS
46,0.05621035058430718,DFS
52,0.05621035058430718,DFS
80,0.05621035058430718,DFS
86,0.05621035058430718,DFS
98,0.05621035058430718,DFS
111,0.05621035058430718,DFS
120,0.05621035058430718,DFS
150,0.05621035058430718,DFS
160,0.05621035058430718,DFS
162,0.05621035058430718,DFS
164,0.05621035058430718,DFS
166,0.05621035058430718,DFS
172,0.05621035058430718,DFS
174,0.05621035058430718,DFS
188,0.05621035058430718,DFS
191,0.05621035058430718,DFS
192,0.05621035058430718,DFS
199,0.05621035058430718,DFS
203,0.05621035058430718,DFS
210,0.05621035058430718,DFS
228,0.05621035058430718,DFS
235,0.05621035058430718,DFS
241,0.05621035058430718,DFS
246,0.05621035058430718,DFS
280,0.05621035058430718,DFS
282,0.05621035058430718,DFS
319,0.05621035058430718,DFS
323,0.05621035058430718,DFS
325,0.05621035058430718,DFS
346,0.05621035058430718,DFS
350,0.05621035058430718,DFS
361,0.05621035058430718,DFS
366,0.05621035058430718,DFS
371,0.05621035058430718,DFS
383,0.05621035058430718,DFS
389,0.05621035058430718,DFS
400,0.05621035058430718,DFS
417,0.05621035058430718,DFS
422,0.05621035058430718,DFS
433,0.05621035058430718,DFS
444,0.05621035058430718,DFS
445,0.05621035058430718,DFS
448,0.05621035058430718,DFS
466,0.05621035058430718,DFS
472,0.05621035058430718,DFS
482,0.05621035058430718,DFS
494,0.05621035058430718,DFS
506,0.05621035058430718,DFS
509,0.05621035058430718,DFS
533,0.05621035058430718,DFS
537,0.05621035058430718,DFS
538,0.05621035058430718,DFS
542,0.05621035058430718,DFS
544,0.05621035058430718,DFS
559,0.05621035058430718,DFS
565,0.05621035058430718,DFS
568,0.05621035058430718,DFS
572,0.05621035058430718,DFS
598,0.05621035058430718,DFS
43,0.05621035058430718,DFS
142,0.05621035058430718,DFS
35,0.05621035058430718,DFS
56,0.05621035058430718,DFS
