Padrão,Densidade,Busca
970,0.797027027027027,BFS
179,0.797027027027027,BFS
139,0.797027027027027,BFS
213,0.797027027027027,BFS
912,0.797027027027027,BFS
41,0.797027027027027,BFS
49,0.797027027027027,BFS
61,0.797027027027027,BFS
94,0.797027027027027,BFS
224,0.797027027027027,BFS
454,0.797027027027027,BFS
492,0.797027027027027,BFS
704,0.797027027027027,BFS
743,0.797027027027027,BFS
750,0.797027027027027,BFS
998,0.797027027027027,BFS
60,0.797027027027027,BFS
64,0.797027027027027,BFS
70,0.797027027027027,BFS
112,0.797027027027027,BFS
127,0.797027027027027,BFS
154,0.797027027027027,BFS
176,0.797027027027027,BFS
181,0.797027027027027,BFS
185,0.797027027027027,BFS
203,0.797027027027027,BFS
211,0.797027027027027,BFS
219,0.797027027027027,BFS
226,0.797027027027027,BFS
335,0.797027027027027,BFS
348,0.797027027027027,BFS
413,0.797027027027027,BFS
514,0.797027027027027,BFS
596,0.797027027027027,BFS
632,0.797027027027027,BFS
642,0.797027027027027,BFS
675,0.797027027027027,BFS
757,0.797027027027027,BFS
808,0.797027027027027,BFS
873,0.797027027027027,BFS
902,0.797027027027027,BFS
918,0.797027027027027,BFS
956,0.797027027027027,BFS
958,0.797027027027027,BFS
987,0.797027027027027,BFS
1,0.797027027027027,BFS
19,0.797027027027027,BFS
102,0.797027027027027,BFS
116,0.797027027027027,BFS
121,0.797027027027027,BFS
135,0.797027027027027,BFS
140,0.797027027027027,BFS
150,0.797027027027027,BFS
156,0.797027027027027,BFS
157,0.797027027027027,BFS
194,0.797027027027027,BFS
202,0.797027027027027,BFS
204,0.797027027027027,BFS
245,0.797027027027027,BFS
255,0.797027027027027,BFS
256,0.797027027027027,BFS
263,0.797027027027027,BFS
265,0.797027027027027,BFS
288,0.797027027027027,BFS
301,0.797027027027027,BFS
307,0.797027027027027,BFS
311,0.797027027027027,BFS
334,0.797027027027027,BFS
357,0.797027027027027,BFS
369,0.797027027027027,BFS
379,0.797027027027027,BFS
382,0.797027027027027,BFS
445,0.797027027027027,BFS
452,0.797027027027027,BFS
459,0.797027027027027,BFS
470,0.797027027027027,BFS
472,0.797027027027027,BFS
487,0.797027027027027,BFS
489,0.797027027027027,BFS
495,0.797027027027027,BFS
496,0.797027027027027,BFS
535,0.797027027027027,BFS
569,0.797027027027027,BFS
575,0.797027027027027,BFS
591,0.797027027027027,BFS
595,0.797027027027027,BFS
612,0.797027027027027,BFS
618,0.797027027027027,BFS
664,0.797027027027027,BFS
671,0.797027027027027,BFS
680,0.797027027027027,BFS
687,0.797027027027027,BFS
744,0.797027027027027,BFS
761,0.797027027027027,BFS
766,0.797027027027027,BFS
773,0.797027027027027,BFS
803,0.797027027027027,BFS
814,0.797027027027027,BFS
824,0.797027027027027,BFS
829,0.797027027027027,BFS
835,0.797027027027027,BFS
839,0.797027027027027,BFS
845,0.797027027027027,BFS
869,0.797027027027027,BFS
907,0.797027027027027,BFS
914,0.797027027027027,BFS
928,0.797027027027027,BFS
935,0.797027027027027,BFS
944,0.797027027027027,BFS
946,0.797027027027027,BFS
17,0.797027027027027,BFS
25,0.797027027027027,BFS
31,0.797027027027027,BFS
44,0.797027027027027,BFS
