Padrao,Busca,DensidadeRegiao
0,DFS,0.06699584782852654
61,DFS,0.06699584782852654
5,DFS,0.06699584782852654
157,DFS,0.06699584782852654
100,DFS,0.06699584782852654
48,DFS,0.06699584782852654
85,DFS,0.06699584782852654
109,DFS,0.06699584782852654
195,DFS,0.06699584782852654
24,DFS,0.06699584782852654
110,DFS,0.06699584782852654
108,DFS,0.06699584782852654
320,DFS,0.06699584782852654
132,DFS,0.06699584782852654
15,DFS,0.06699584782852654
83,DFS,0.06699584782852654
8,DFS,0.06699584782852654
74,DFS,0.06699584782852654
16,DFS,0.06699584782852654
40,DFS,0.06699584782852654
216,DFS,0.06699584782852654
161,DFS,0.06699584782852654
25,DFS,0.06699584782852654
28,DFS,0.06699584782852654
177,DFS,0.06699584782852654
79,DFS,0.06699584782852654
334,DFS,0.06699584782852654
133,DFS,0.06699584782852654
175,DFS,0.06699584782852654
119,DFS,0.06699584782852654
117,DFS,0.06699584782852654
122,DFS,0.06699584782852654
209,DFS,0.06699584782852654
279,DFS,0.06699584782852654
277,DFS,0.06699584782852654
160,DFS,0.06699584782852654
145,DFS,0.06699584782852654
163,DFS,0.06699584782852654
134,DFS,0.06699584782852654
176,DFS,0.06699584782852654
126,DFS,0.06699584782852654
131,DFS,0.06699584782852654
42,DFS,0.06699584782852654
218,DFS,0.06699584782852654
289,DFS,0.06699584782852654
233,DFS,0.06699584782852654
268,DFS,0.06699584782852654
292,DFS,0.06699584782852654
130,DFS,0.06699584782852654
76,DFS,0.06699584782852654
120,DFS,0.06699584782852654
360,DFS,0.06699584782852654
232,DFS,0.06699584782852654
208,DFS,0.06699584782852654
190,DFS,0.06699584782852654
158,DFS,0.06699584782852654
97,DFS,0.06699584782852654
21,DFS,0.06699584782852654
71,DFS,0.06699584782852654
56,DFS,0.06699584782852654
196,DFS,0.06699584782852654
186,DFS,0.06699584782852654
199,DFS,0.06699584782852654
205,DFS,0.06699584782852654
231,DFS,0.06699584782852654
125,DFS,0.06699584782852654
321,DFS,0.06699584782852654
211,DFS,0.06699584782852654
259,DFS,0.06699584782852654
49,DFS,0.06699584782852654
206,DFS,0.06699584782852654
116,DFS,0.06699584782852654
298,DFS,0.06699584782852654
215,DFS,0.06699584782852654
192,DFS,0.06699584782852654
312,DFS,0.06699584782852654
225,DFS,0.06699584782852654
381,DFS,0.06699584782852654
248,DFS,0.06699584782852654
300,DFS,0.06699584782852654
364,DFS,0.06699584782852654
148,DFS,0.06699584782852654
217,DFS,0.06699584782852654
332,DFS,0.06699584782852654
309,DFS,0.06699584782852654
318,DFS,0.06699584782852654
135,DFS,0.06699584782852654
250,DFS,0.06699584782852654
260,DFS,0.06699584782852654
165,DFS,0.06699584782852654
315,DFS,0.06699584782852654
245,DFS,0.06699584782852654
172,DFS,0.06699584782852654
344,DFS,0.06699584782852654
65,DFS,0.06699584782852654
222,DFS,0.06699584782852654
291,DFS,0.06699584782852654
274,DFS,0.06699584782852654
280,DFS,0.06699584782852654
384,DFS,0.06699584782852654
203,DFS,0.06699584782852654
330,DFS,0.06699584782852654
62,DFS,0.06699584782852654
227,DFS,0.06699584782852654
264,DFS,0.06699584782852654
288,DFS,0.06699584782852654
349,DFS,0.06699584782852654
375,DFS,0.06699584782852654
325,DFS,0.06699584782852654
333,DFS,0.06699584782852654
348,DFS,0.06699584782852654
386,DFS,0.06699584782852654
387,DFS,0.06699584782852654
371,DFS,0.06699584782852654
276,DFS,0.06699584782852654
374,DFS,0.06699584782852654
377,DFS,0.06699584782852654
346,DFS,0.06699584782852654
390,DFS,0.06699584782852654
345,DFS,0.06699584782852654
366,DFS,0.06699584782852654
393,DFS,0.06699584782852654
317,DFS,0.06699584782852654
299,DFS,0.06699584782852654
340,DFS,0.06699584782852654
304,DFS,0.06699584782852654
255,DFS,0.06699584782852654
297,DFS,0.06699584782852654
373,DFS,0.06699584782852654
281,DFS,0.06699584782852654
395,DFS,0.06699584782852654
302,DFS,0.06699584782852654
343,DFS,0.06699584782852654
368,DFS,0.06699584782852654
