Padrao,Busca,DensidadeRegiao
0,DFS,0.09305165014059494
38,DFS,0.09305165014059494
18,DFS,0.09305165014059494
30,DFS,0.09305165014059494
15,DFS,0.09305165014059494
7,DFS,0.09305165014059494
1,DFS,0.09305165014059494
4,DFS,0.09305165014059494
57,DFS,0.09305165014059494
35,DFS,0.09305165014059494
21,DFS,0.09305165014059494
48,DFS,0.09305165014059494
9,DFS,0.09305165014059494
47,DFS,0.09305165014059494
29,DFS,0.09305165014059494
59,DFS,0.09305165014059494
122,DFS,0.09305165014059494
86,DFS,0.09305165014059494
43,DFS,0.09305165014059494
56,DFS,0.09305165014059494
51,DFS,0.09305165014059494
127,DFS,0.09305165014059494
99,DFS,0.09305165014059494
78,DFS,0.09305165014059494
20,DFS,0.09305165014059494
22,DFS,0.09305165014059494
53,DFS,0.09305165014059494
58,DFS,0.09305165014059494
61,DFS,0.09305165014059494
62,DFS,0.09305165014059494
60,DFS,0.09305165014059494
285,DFS,0.09305165014059494
83,DFS,0.09305165014059494
68,DFS,0.09305165014059494
142,DFS,0.09305165014059494
31,DFS,0.09305165014059494
254,DFS,0.09305165014059494
75,DFS,0.09305165014059494
76,DFS,0.09305165014059494
144,DFS,0.09305165014059494
69,DFS,0.09305165014059494
96,DFS,0.09305165014059494
12,DFS,0.09305165014059494
109,DFS,0.09305165014059494
85,DFS,0.09305165014059494
98,DFS,0.09305165014059494
36,DFS,0.09305165014059494
177,DFS,0.09305165014059494
150,DFS,0.09305165014059494
108,DFS,0.09305165014059494
131,DFS,0.09305165014059494
252,DFS,0.09305165014059494
95,DFS,0.09305165014059494
23,DFS,0.09305165014059494
89,DFS,0.09305165014059494
110,DFS,0.09305165014059494
114,DFS,0.09305165014059494
135,DFS,0.09305165014059494
97,DFS,0.09305165014059494
313,DFS,0.09305165014059494
91,DFS,0.09305165014059494
149,DFS,0.09305165014059494
37,DFS,0.09305165014059494
145,DFS,0.09305165014059494
93,DFS,0.09305165014059494
120,DFS,0.09305165014059494
173,DFS,0.09305165014059494
176,DFS,0.09305165014059494
234,DFS,0.09305165014059494
191,DFS,0.09305165014059494
146,DFS,0.09305165014059494
118,DFS,0.09305165014059494
186,DFS,0.09305165014059494
273,DFS,0.09305165014059494
169,DFS,0.09305165014059494
138,DFS,0.09305165014059494
151,DFS,0.09305165014059494
351,DFS,0.09305165014059494
284,DFS,0.09305165014059494
179,DFS,0.09305165014059494
163,DFS,0.09305165014059494
218,DFS,0.09305165014059494
204,DFS,0.09305165014059494
229,DFS,0.09305165014059494
178,DFS,0.09305165014059494
298,DFS,0.09305165014059494
185,DFS,0.09305165014059494
214,DFS,0.09305165014059494
228,DFS,0.09305165014059494
189,DFS,0.09305165014059494
65,DFS,0.09305165014059494
312,DFS,0.09305165014059494
190,DFS,0.09305165014059494
220,DFS,0.09305165014059494
303,DFS,0.09305165014059494
63,DFS,0.09305165014059494
209,DFS,0.09305165014059494
268,DFS,0.09305165014059494
168,DFS,0.09305165014059494
219,DFS,0.09305165014059494
251,DFS,0.09305165014059494
224,DFS,0.09305165014059494
323,DFS,0.09305165014059494
231,DFS,0.09305165014059494
166,DFS,0.09305165014059494
287,DFS,0.09305165014059494
206,DFS,0.09305165014059494
201,DFS,0.09305165014059494
271,DFS,0.09305165014059494
383,DFS,0.09305165014059494
304,DFS,0.09305165014059494
301,DFS,0.09305165014059494
235,DFS,0.09305165014059494
443,DFS,0.09305165014059494
275,DFS,0.09305165014059494
239,DFS,0.09305165014059494
249,DFS,0.09305165014059494
222,DFS,0.09305165014059494
227,DFS,0.09305165014059494
288,DFS,0.09305165014059494
276,DFS,0.09305165014059494
196,DFS,0.09305165014059494
385,DFS,0.09305165014059494
307,DFS,0.09305165014059494
274,DFS,0.09305165014059494
133,DFS,0.09305165014059494
333,DFS,0.09305165014059494
436,DFS,0.09305165014059494
341,DFS,0.09305165014059494
260,DFS,0.09305165014059494
121,DFS,0.09305165014059494
291,DFS,0.09305165014059494
367,DFS,0.09305165014059494
332,DFS,0.09305165014059494
329,DFS,0.09305165014059494
365,DFS,0.09305165014059494
326,DFS,0.09305165014059494
243,DFS,0.09305165014059494
319,DFS,0.09305165014059494
360,DFS,0.09305165014059494
369,DFS,0.09305165014059494
396,DFS,0.09305165014059494
286,DFS,0.09305165014059494
381,DFS,0.09305165014059494
448,DFS,0.09305165014059494
342,DFS,0.09305165014059494
423,DFS,0.09305165014059494
434,DFS,0.09305165014059494
350,DFS,0.09305165014059494
354,DFS,0.09305165014059494
294,DFS,0.09305165014059494
417,DFS,0.09305165014059494
424,DFS,0.09305165014059494
422,DFS,0.09305165014059494
377,DFS,0.09305165014059494
299,DFS,0.09305165014059494
506,DFS,0.09305165014059494
455,DFS,0.09305165014059494
384,DFS,0.09305165014059494
449,DFS,0.09305165014059494
373,DFS,0.09305165014059494
425,DFS,0.09305165014059494
352,DFS,0.09305165014059494
349,DFS,0.09305165014059494
428,DFS,0.09305165014059494
391,DFS,0.09305165014059494
397,DFS,0.09305165014059494
400,DFS,0.09305165014059494
466,DFS,0.09305165014059494
472,DFS,0.09305165014059494
411,DFS,0.09305165014059494
482,DFS,0.09305165014059494
415,DFS,0.09305165014059494
399,DFS,0.09305165014059494
431,DFS,0.09305165014059494
404,DFS,0.09305165014059494
459,DFS,0.09305165014059494
462,DFS,0.09305165014059494
487,DFS,0.09305165014059494
310,DFS,0.09305165014059494
501,DFS,0.09305165014059494
361,DFS,0.09305165014059494
529,DFS,0.09305165014059494
542,DFS,0.09305165014059494
395,DFS,0.09305165014059494
486,DFS,0.09305165014059494
491,DFS,0.09305165014059494
546,DFS,0.09305165014059494
345,DFS,0.09305165014059494
432,DFS,0.09305165014059494
446,DFS,0.09305165014059494
444,DFS,0.09305165014059494
488,DFS,0.09305165014059494
495,DFS,0.09305165014059494
554,DFS,0.09305165014059494
531,DFS,0.09305165014059494
484,DFS,0.09305165014059494
493,DFS,0.09305165014059494
561,DFS,0.09305165014059494
504,DFS,0.09305165014059494
511,DFS,0.09305165014059494
539,DFS,0.09305165014059494
499,DFS,0.09305165014059494
579,DFS,0.09305165014059494
588,DFS,0.09305165014059494
538,DFS,0.09305165014059494
552,DFS,0.09305165014059494
496,DFS,0.09305165014059494
507,DFS,0.09305165014059494
518,DFS,0.09305165014059494
549,DFS,0.09305165014059494
566,DFS,0.09305165014059494
597,DFS,0.09305165014059494
479,DFS,0.09305165014059494
548,DFS,0.09305165014059494
590,DFS,0.09305165014059494
519,DFS,0.09305165014059494
565,DFS,0.09305165014059494
480,DFS,0.09305165014059494
558,DFS,0.09305165014059494
573,DFS,0.09305165014059494
534,DFS,0.09305165014059494
467,DFS,0.09305165014059494
553,DFS,0.09305165014059494
584,DFS,0.09305165014059494
586,DFS,0.09305165014059494
592,DFS,0.09305165014059494
587,DFS,0.09305165014059494
585,DFS,0.09305165014059494
576,DFS,0.09305165014059494
582,DFS,0.09305165014059494
533,DFS,0.09305165014059494
589,DFS,0.09305165014059494
2,DFS,0.08471413643827437
26,DFS,0.08471413643827437
19,DFS,0.08471413643827437
5,DFS,0.08471413643827437
54,DFS,0.08471413643827437
16,DFS,0.08471413643827437
49,DFS,0.08471413643827437
64,DFS,0.08471413643827437
28,DFS,0.08471413643827437
72,DFS,0.08471413643827437
24,DFS,0.08471413643827437
115,DFS,0.08471413643827437
137,DFS,0.08471413643827437
90,DFS,0.08471413643827437
34,DFS,0.08471413643827437
17,DFS,0.08471413643827437
80,DFS,0.08471413643827437
199,DFS,0.08471413643827437
25,DFS,0.08471413643827437
116,DFS,0.08471413643827437
13,DFS,0.08471413643827437
103,DFS,0.08471413643827437
67,DFS,0.08471413643827437
84,DFS,0.08471413643827437
14,DFS,0.08471413643827437
45,DFS,0.08471413643827437
105,DFS,0.08471413643827437
66,DFS,0.08471413643827437
55,DFS,0.08471413643827437
92,DFS,0.08471413643827437
174,DFS,0.08471413643827437
106,DFS,0.08471413643827437
39,DFS,0.08471413643827437
123,DFS,0.08471413643827437
160,DFS,0.08471413643827437
180,DFS,0.08471413643827437
161,DFS,0.08471413643827437
119,DFS,0.08471413643827437
124,DFS,0.08471413643827437
182,DFS,0.08471413643827437
148,DFS,0.08471413643827437
132,DFS,0.08471413643827437
141,DFS,0.08471413643827437
211,DFS,0.08471413643827437
100,DFS,0.08471413643827437
184,DFS,0.08471413643827437
157,DFS,0.08471413643827437
104,DFS,0.08471413643827437
241,DFS,0.08471413643827437
193,DFS,0.08471413643827437
154,DFS,0.08471413643827437
117,DFS,0.08471413643827437
112,DFS,0.08471413643827437
172,DFS,0.08471413643827437
198,DFS,0.08471413643827437
