Padrao,Busca,DensidadeRegiao,NMPA_Parcial
242,DFS,0.33202602602602604,994
941,DFS,0.33202602602602604,994
632,DFS,0.33202602602602604,994
426,DFS,0.33202602602602604,994
410,DFS,0.33202602602602604,994
319,DFS,0.33202602602602604,994
238,DFS,0.33202602602602604,994
208,DFS,0.33202602602602604,994
60,DFS,0.33202602602602604,994
986,DFS,0.33202602602602604,994
963,DFS,0.33202602602602604,994
960,DFS,0.33202602602602604,994
897,DFS,0.33202602602602604,994
891,DFS,0.33202602602602604,994
883,DFS,0.33202602602602604,994
882,DFS,0.33202602602602604,994
865,DFS,0.33202602602602604,994
861,DFS,0.33202602602602604,994
814,DFS,0.33202602602602604,994
808,DFS,0.33202602602602604,994
801,DFS,0.33202602602602604,994
793,DFS,0.33202602602602604,994
788,DFS,0.33202602602602604,994
778,DFS,0.33202602602602604,994
762,DFS,0.33202602602602604,994
729,DFS,0.33202602602602604,994
722,DFS,0.33202602602602604,994
694,DFS,0.33202602602602604,994
647,DFS,0.33202602602602604,994
616,DFS,0.33202602602602604,994
565,DFS,0.33202602602602604,994
510,DFS,0.33202602602602604,994
483,DFS,0.33202602602602604,994
480,DFS,0.33202602602602604,994
476,DFS,0.33202602602602604,994
428,DFS,0.33202602602602604,994
420,DFS,0.33202602602602604,994
401,DFS,0.33202602602602604,994
343,DFS,0.33202602602602604,994
324,DFS,0.33202602602602604,994
299,DFS,0.33202602602602604,994
278,DFS,0.33202602602602604,994
258,DFS,0.33202602602602604,994
247,DFS,0.33202602602602604,994
235,DFS,0.33202602602602604,994
228,DFS,0.33202602602602604,994
222,DFS,0.33202602602602604,994
219,DFS,0.33202602602602604,994
201,DFS,0.33202602602602604,994
184,DFS,0.33202602602602604,994
164,DFS,0.33202602602602604,994
162,DFS,0.33202602602602604,994
153,DFS,0.33202602602602604,994
136,DFS,0.33202602602602604,994
133,DFS,0.33202602602602604,994
130,DFS,0.33202602602602604,994
112,DFS,0.33202602602602604,994
109,DFS,0.33202602602602604,994
73,DFS,0.33202602602602604,994
69,DFS,0.33202602602602604,994
55,DFS,0.33202602602602604,994
53,DFS,0.33202602602602604,994
52,DFS,0.33202602602602604,994
44,DFS,0.33202602602602604,994
994,DFS,0.33202602602602604,994
992,DFS,0.33202602602602604,994
984,DFS,0.33202602602602604,994
978,DFS,0.33202602602602604,994
973,DFS,0.33202602602602604,994
972,DFS,0.33202602602602604,994
969,DFS,0.33202602602602604,994
961,DFS,0.33202602602602604,994
959,DFS,0.33202602602602604,994
957,DFS,0.33202602602602604,994
955,DFS,0.33202602602602604,994
953,DFS,0.33202602602602604,994
952,DFS,0.33202602602602604,994
951,DFS,0.33202602602602604,994
938,DFS,0.33202602602602604,994
935,DFS,0.33202602602602604,994
933,DFS,0.33202602602602604,994
925,DFS,0.33202602602602604,994
924,DFS,0.33202602602602604,994
919,DFS,0.33202602602602604,994
915,DFS,0.33202602602602604,994
911,DFS,0.33202602602602604,994
909,DFS,0.33202602602602604,994
907,DFS,0.33202602602602604,994
905,DFS,0.33202602602602604,994
895,DFS,0.33202602602602604,994
892,DFS,0.33202602602602604,994
889,DFS,0.33202602602602604,994
884,DFS,0.33202602602602604,994
876,DFS,0.33202602602602604,994
874,DFS,0.33202602602602604,994
873,DFS,0.33202602602602604,994
870,DFS,0.33202602602602604,994
868,DFS,0.33202602602602604,994
859,DFS,0.33202602602602604,994
858,DFS,0.33202602602602604,994
857,DFS,0.33202602602602604,994
855,DFS,0.33202602602602604,994
854,DFS,0.33202602602602604,994
853,DFS,0.33202602602602604,994
844,DFS,0.33202602602602604,994
843,DFS,0.33202602602602604,994
842,DFS,0.33202602602602604,994
840,DFS,0.33202602602602604,994
839,DFS,0.33202602602602604,994
838,DFS,0.33202602602602604,994
820,DFS,0.33202602602602604,994
811,DFS,0.33202602602602604,994
810,DFS,0.33202602602602604,994
805,DFS,0.33202602602602604,994
802,DFS,0.33202602602602604,994
795,DFS,0.33202602602602604,994
783,DFS,0.33202602602602604,994
781,DFS,0.33202602602602604,994
777,DFS,0.33202602602602604,994
776,DFS,0.33202602602602604,994
774,DFS,0.33202602602602604,994
771,DFS,0.33202602602602604,994
770,DFS,0.33202602602602604,994
769,DFS,0.33202602602602604,994
767,DFS,0.33202602602602604,994
765,DFS,0.33202602602602604,994
756,DFS,0.33202602602602604,994
752,DFS,0.33202602602602604,994
750,DFS,0.33202602602602604,994
749,DFS,0.33202602602602604,994
745,DFS,0.33202602602602604,994
737,DFS,0.33202602602602604,994
